name,abbreviation,nirf_rank,nirf_rank_year,rating,review_count,state,city,affiliation,founded_year,is_premier,placement_percentage,avg_package,highest_package,description
Rajiv Gandhi College of Engineering and Technology,RGCOE,,,4.7,63,Pondicherry,Puducherry,State University Affiliated,1964,FALSE,87.2,3.7,11.6,"Rajiv Gandhi College of Engineering and Technology is a renowned institution located in Puducherry, Pondicherry. It offers comprehensive higher education programs."
"Rajiv Gandhi College of Engineering, Research and Technology",RGCOE,,,3.9,247,Maharashtra,Chandrapur,UGC Recognized,1988,FALSE,60.7,5.0,8.5,"Rajiv Gandhi College of Engineering, Research and Technology is a renowned institution located in Chandrapur, Maharashtra. It offers comprehensive higher education programs."
Rajiv Gandhi Government Engineering College,RGGEC,,,3.9,117,Himachal Pradesh,Kangra,Central University Affiliated,2011,FALSE,98.6,5.3,13.9,"Rajiv Gandhi Government Engineering College is a renowned institution located in Kangra, Himachal Pradesh. It offers comprehensive higher education programs."
Rajiv Gandhi Institute of Information Technology and Biotechnology (RGIITBT),RGIOI,,,4.9,443,Maharashtra,Pune,UGC Recognized,1973,FALSE,97.5,4.1,18.1,"Rajiv Gandhi Institute of Information Technology and Biotechnology (RGIITBT) is a renowned institution located in Pune, Maharashtra. It offers comprehensive higher education programs."
Rajiv Gandhi Institute of Petroleum Technology,RGIOP,182,2024,3.4,210,Uttar Pradesh,Amethi,State University Affiliated,1968,FALSE,91.1,7.1,12.0,"Rajiv Gandhi Institute of Petroleum Technology is a renowned institution located in Amethi, Uttar Pradesh. It offers comprehensive higher education programs."
Rajiv Gandhi Institute of Technology,RGIOT,,,4.4,412,Kerala,Kottayam,Private Autonomous,1950,FALSE,96.7,5.8,25.1,"Rajiv Gandhi Institute of Technology is a renowned institution located in Kottayam, Kerala. It offers comprehensive higher education programs."
"Rajiv Gandhi Memorial College, Baroda",RGMCB,,,4.9,81,Madhya Pradesh,SHEOPUR,UGC Recognized,1965,FALSE,98.0,5.5,27.4,"Rajiv Gandhi Memorial College, Baroda is a renowned institution located in SHEOPUR, Madhya Pradesh. It offers comprehensive higher education programs."
Rajiv Gandhi Proudyogiki V,RGPV,289,2024,3.7,330,Madhya Pradesh,Bhopal,Private Autonomous,1966,FALSE,84.2,5.9,29.0,"Rajiv Gandhi Proudyogiki V is a renowned institution located in Bhopal, Madhya Pradesh. It offers comprehensive higher education programs."
Rajiv Gandhi Proudyogiki Vishwavidyalaya,RGPV,,,4.5,171,Madhya Pradesh,Bhopal,UGC Recognized,2010,FALSE,81.3,7.1,15.9,"Rajiv Gandhi Proudyogiki Vishwavidyalaya is a renowned institution located in Bhopal, Madhya Pradesh. It offers comprehensive higher education programs."
Rajiv Gandhi University of Knowledge Technologies,RGUOK,,,4.2,170,Andhra Pradesh,Nuzvid,AICTE Approved,1993,FALSE,55.4,7.2,13.8,"Rajiv Gandhi University of Knowledge Technologies is a renowned institution located in Nuzvid, Andhra Pradesh. It offers comprehensive higher education programs."
Rajkiya Engineering College Banda,RECB,,,4.5,315,Uttar Pradesh,Banda,Private Autonomous,1974,FALSE,82.1,6.1,18.4,"Rajkiya Engineering College Banda is a renowned institution located in Banda, Uttar Pradesh. It offers comprehensive higher education programs."
"Rajkiya Engineering College, Ambedkar Nagar",RECAN,,,3.8,30,Uttar Pradesh,Ambedkar Nagar,UGC Recognized,1976,FALSE,78.8,5.7,26.1,"Rajkiya Engineering College, Ambedkar Nagar is a renowned institution located in Ambedkar Nagar, Uttar Pradesh. It offers comprehensive higher education programs."
"Rajkiya Engineering College, Azamgarh",RECA,,,4.3,441,Uttar Pradesh,Azamgarh,AICTE Approved,1997,FALSE,93.7,7.4,11.2,"Rajkiya Engineering College, Azamgarh is a renowned institution located in Azamgarh, Uttar Pradesh. It offers comprehensive higher education programs."
"Rajkiya Engineering College, Kannauj",RECK,,,4.7,163,Uttar Pradesh,Kannauj,AICTE Approved,2005,FALSE,92.8,5.7,20.2,"Rajkiya Engineering College, Kannauj is a renowned institution located in Kannauj, Uttar Pradesh. It offers comprehensive higher education programs."
"Rajkiya Mahila Mahavidyalaya, Bindki",RMMB,,,4.5,351,Uttar Pradesh,FATEHPUR,AICTE Approved,1954,FALSE,72.5,4.1,11.6,"Rajkiya Mahila Mahavidyalaya, Bindki is a renowned institution located in FATEHPUR, Uttar Pradesh. It offers comprehensive higher education programs."
"Rajkiya Mahila Snatkottar Mahavidyalaya, Ghazipur",RMSMG,,,4.5,250,Uttar Pradesh,Ghazipur,Private Autonomous,2011,FALSE,90.6,6.4,31.6,"Rajkiya Mahila Snatkottar Mahavidyalaya, Ghazipur is a renowned institution located in Ghazipur, Uttar Pradesh. It offers comprehensive higher education programs."
"Rajkiya engineering college, sonbhadra",RECS,,,4.8,364,Uttar Pradesh,sonbhadra,State University Affiliated,2011,FALSE,92.0,5.8,20.4,"Rajkiya engineering college, sonbhadra is a renowned institution located in sonbhadra, Uttar Pradesh. It offers comprehensive higher education programs."
Rajshree Institute of Management & Technology,RIOMT,,,4.3,276,Uttar Pradesh,Bareilly,AICTE Approved,1955,FALSE,72.6,4.0,13.8,"Rajshree Institute of Management & Technology is a renowned institution located in Bareilly, Uttar Pradesh. It offers comprehensive higher education programs."
Ram Sahai Mull More College (R. S. More College),RSMMC,,,4.0,50,Jharkhand,Dhanbad,Central University Affiliated,2004,FALSE,62.5,6.2,22.3,"Ram Sahai Mull More College (R. S. More College) is a renowned institution located in Dhanbad, Jharkhand. It offers comprehensive higher education programs."
"Ram Tahal Choudhary College, Ranchi",RTCCR,,,3.7,229,Jharkhand,RANCHI,Central University Affiliated,1990,FALSE,64.2,5.0,10.9,"Ram Tahal Choudhary College, Ranchi is a renowned institution located in RANCHI, Jharkhand. It offers comprehensive higher education programs."
"Rama Devi Bajla Mahila Mahavidyalaya, Deoghar",RDBMM,,,4.6,344,Jharkhand,Deoghar,State University Affiliated,2005,FALSE,67.2,6.0,12.2,"Rama Devi Bajla Mahila Mahavidyalaya, Deoghar is a renowned institution located in Deoghar, Jharkhand. It offers comprehensive higher education programs."
Rama Krishna Mission Vivekananda Centenary College,RKMVC,,,4.2,240,West Bengal,Rahara,UGC Recognized,1981,FALSE,77.4,5.8,18.6,"Rama Krishna Mission Vivekananda Centenary College is a renowned institution located in Rahara, West Bengal. It offers comprehensive higher education programs."
Ramachandra College of Engineering,RCOE,,,4.9,140,Andhra Pradesh,Eluru,AICTE Approved,1962,FALSE,82.3,7.2,31.5,"Ramachandra College of Engineering is a renowned institution located in Eluru, Andhra Pradesh. It offers comprehensive higher education programs."
"Ramakrishna Mahavidyalaya , Darapur",RMD,,,4.6,272,Maharashtra,Amravati,Private Autonomous,1958,FALSE,63.8,3.7,10.3,"Ramakrishna Mahavidyalaya , Darapur is a renowned institution located in Amravati, Maharashtra. It offers comprehensive higher education programs."
Ramakrishna Mission Residential College,RMRC,,,3.5,392,West Bengal,Kolkata,Private Autonomous,2003,FALSE,70.3,5.1,13.6,"Ramakrishna Mission Residential College is a renowned institution located in Kolkata, West Bengal. It offers comprehensive higher education programs."
Ramakrishna Mission Siksha Mandir,RMSM,,,4.9,338,West Bengal,Howrah,Central University Affiliated,2009,FALSE,98.0,3.9,15.2,"Ramakrishna Mission Siksha Mandir is a renowned institution located in Howrah, West Bengal. It offers comprehensive higher education programs."
Ramakrishna Mission Vidyamandira,RMV,,,4.3,37,West Bengal,Howrah,State University Affiliated,1954,FALSE,83.2,6.5,16.8,"Ramakrishna Mission Vidyamandira is a renowned institution located in Howrah, West Bengal. It offers comprehensive higher education programs."
"Ramanand Arya D.A.V. College, Mumbai",RADCM,,,3.9,98,Maharashtra,MUMBAI,UGC Recognized,2002,FALSE,85.5,6.1,18.0,"Ramanand Arya D.A.V. College, Mumbai is a renowned institution located in MUMBAI, Maharashtra. It offers comprehensive higher education programs."
Ramanujan College,RC,,,3.7,76,Delhi,New Delhi,Private Autonomous,1962,FALSE,59.2,4.6,11.3,"Ramanujan College is a renowned institution located in New Delhi, Delhi. It offers comprehensive higher education programs."
Ramco Institute of Technology,RIOT,,,4.3,87,Tamil Nadu,Virudhunagar,State University Affiliated,1965,FALSE,74.8,4.0,10.2,"Ramco Institute of Technology is a renowned institution located in Virudhunagar, Tamil Nadu. It offers comprehensive higher education programs."
"Ramgarh College, Ramgarh",RCR,,,4.3,233,Jharkhand,Ramgarh,UGC Recognized,1980,FALSE,93.5,3.9,12.2,"Ramgarh College, Ramgarh is a renowned institution located in Ramgarh, Jharkhand. It offers comprehensive higher education programs."
"Ramgovind Institute of Technology, Koderma",RIOTK,,,4.0,419,Jharkhand,Koderma,UGC Recognized,2009,FALSE,81.6,7.4,25.2,"Ramgovind Institute of Technology, Koderma is a renowned institution located in Koderma, Jharkhand. It offers comprehensive higher education programs."
Rami Reddy Subbarami Reddy Engineering College,RRSRE,,,3.8,286,Andhra Pradesh,Sri Potti Sriramulu Nellore,UGC Recognized,1999,FALSE,75.2,6.3,14.2,"Rami Reddy Subbarami Reddy Engineering College is a renowned institution located in Sri Potti Sriramulu Nellore, Andhra Pradesh. It offers comprehensive higher education programs."
Ramjas College,RC,,,4.7,89,Delhi,Delhi,AICTE Approved,2002,FALSE,66.9,3.9,8.0,"Ramjas College is a renowned institution located in Delhi, Delhi. It offers comprehensive higher education programs."
Ramkrishna Mahavidyalaya,RM,,,3.8,281,Tripura,"Kailashahar, Tripura",Central University Affiliated,2011,FALSE,82.5,5.1,9.9,"Ramkrishna Mahavidyalaya is a renowned institution located in Kailashahar, Tripura, Tripura. It offers comprehensive higher education programs."
Ramkrishna Paramhansa Mahavidhyalaya,RPM,,,4.9,385,Maharashtra,Osmanabad,State University Affiliated,1953,FALSE,63.2,3.8,7.4,"Ramkrishna Paramhansa Mahavidhyalaya is a renowned institution located in Osmanabad, Maharashtra. It offers comprehensive higher education programs."
Rammohan College,RC,,,3.4,420,West Bengal,Kolkata,UGC Recognized,1970,FALSE,95.2,4.6,19.1,"Rammohan College is a renowned institution located in Kolkata, West Bengal. It offers comprehensive higher education programs."
Ramrao Adik Institute,RAI,290,2024,4.5,164,Maharashtra,Navi Mumbai,UGC Recognized,1967,FALSE,93.7,5.4,21.1,"Ramrao Adik Institute is a renowned institution located in Navi Mumbai, Maharashtra. It offers comprehensive higher education programs."
Ramrao Adik Institute of Technology,RAIOT,,,4.8,365,Maharashtra,Navi Mumbai,AICTE Approved,2010,FALSE,66.6,7.5,29.0,"Ramrao Adik Institute of Technology is a renowned institution located in Navi Mumbai, Maharashtra. It offers comprehensive higher education programs."
Ramthakur College,RC,,,3.9,353,Tripura,Agartala,Central University Affiliated,1956,FALSE,96.6,5.3,19.3,"Ramthakur College is a renowned institution located in Agartala, Tripura. It offers comprehensive higher education programs."
"Ranchi University, Ranchi",RUR,,,4.1,17,Jharkhand,Ranchi,Private Autonomous,1996,FALSE,58.7,3.9,19.1,"Ranchi University, Ranchi is a renowned institution located in Ranchi, Jharkhand. It offers comprehensive higher education programs."
Ranchi Women's College,RWC,,,3.4,213,Jharkhand,RANCHI,UGC Recognized,1996,FALSE,88.3,4.0,9.6,"Ranchi Women's College is a renowned institution located in RANCHI, Jharkhand. It offers comprehensive higher education programs."
Rangapara College,RC,,,4.0,383,Assam,Sonitpur,State University Affiliated,2005,FALSE,71.9,4.3,15.4,"Rangapara College is a renowned institution located in Sonitpur, Assam. It offers comprehensive higher education programs."
Rani Anna Government College for Women,RAGCF,,,4.3,127,Tamil Nadu,Tirunelveli,AICTE Approved,1955,FALSE,62.8,6.2,29.8,"Rani Anna Government College for Women is a renowned institution located in Tirunelveli, Tamil Nadu. It offers comprehensive higher education programs."
Rani Birla Girls College,RBGC,,,4.0,146,West Bengal,Kolkata,Private Autonomous,1977,FALSE,64.2,4.2,9.9,"Rani Birla Girls College is a renowned institution located in Kolkata, West Bengal. It offers comprehensive higher education programs."
"Rani Channamma University, Belagavi",RCUB,,,3.6,237,Karnataka,Belagavi,State University Affiliated,1977,FALSE,90.6,4.1,9.7,"Rani Channamma University, Belagavi is a renowned institution located in Belagavi, Karnataka. It offers comprehensive higher education programs."
Rani Durgavati Vishwavidyalaya,RDV,,,4.3,270,Madhya Pradesh,Jabalpur,Private Autonomous,1998,FALSE,89.4,3.5,15.6,"Rani Durgavati Vishwavidyalaya is a renowned institution located in Jabalpur, Madhya Pradesh. It offers comprehensive higher education programs."
"Rani Laxmibai women's Arts Commerce and Science College, Sawargaaon",RLWAC,,,3.6,155,Maharashtra,NAGPUR,UGC Recognized,2002,FALSE,82.9,3.7,6.8,"Rani Laxmibai women's Arts Commerce and Science College, Sawargaaon is a renowned institution located in NAGPUR, Maharashtra. It offers comprehensive higher education programs."
Raniganj Girls' College,RGC,,,3.4,247,West Bengal,RANIGANJ,State University Affiliated,2003,FALSE,97.9,7.4,36.1,"Raniganj Girls' College is a renowned institution located in RANIGANJ, West Bengal. It offers comprehensive higher education programs."
"Ranveer Rananjai Snatkottar Mahavidyalaya, Amethi",RRSMA,,,3.8,179,Uttar Pradesh,Amethi,Private Autonomous,1989,FALSE,80.8,5.9,20.0,"Ranveer Rananjai Snatkottar Mahavidyalaya, Amethi is a renowned institution located in Amethi, Uttar Pradesh. It offers comprehensive higher education programs."
Rao Bahaddur Y Mahabaleshwarappa Engineering College,RBYME,,,4.8,199,Karnataka,Ballari,State University Affiliated,1964,FALSE,82.4,4.3,16.1,"Rao Bahaddur Y Mahabaleshwarappa Engineering College is a renowned institution located in Ballari, Karnataka. It offers comprehensive higher education programs."
Rashtrapita Mahatma Gandhi Arts and Commerce College,RMGAA,,,4.5,42,Maharashtra,Saoli,AICTE Approved,1966,FALSE,84.7,6.6,32.4,"Rashtrapita Mahatma Gandhi Arts and Commerce College is a renowned institution located in Saoli, Maharashtra. It offers comprehensive higher education programs."
Rashtrpita Mahatma Gandhi Arts Science College,RMGAS,,,4.7,359,Maharashtra,Nagbhid,State University Affiliated,1975,FALSE,90.8,4.8,8.4,"Rashtrpita Mahatma Gandhi Arts Science College is a renowned institution located in Nagbhid, Maharashtra. It offers comprehensive higher education programs."
Rathinam College of Arts and Science,RCOAA,,,3.9,154,Tamil Nadu,Coimbatore,State University Affiliated,1955,FALSE,55.5,4.8,7.4,"Rathinam College of Arts and Science is a renowned institution located in Coimbatore, Tamil Nadu. It offers comprehensive higher education programs."
Rathinam Technical Campus,RTC,,,4.4,427,Tamil Nadu,Coimbatore,Central University Affiliated,1972,FALSE,64.6,4.1,17.6,"Rathinam Technical Campus is a renowned institution located in Coimbatore, Tamil Nadu. It offers comprehensive higher education programs."
Rathnavel Subramaniam College of Arts and Science,RSCOA,,,3.9,165,Tamil Nadu,Coimbatore,Central University Affiliated,1969,FALSE,92.9,4.3,21.2,"Rathnavel Subramaniam College of Arts and Science is a renowned institution located in Coimbatore, Tamil Nadu. It offers comprehensive higher education programs."
"Ratnam College of Arts Science and Commerce, West Mumbai",RCOAS,,,4.0,122,Maharashtra,Mumbai,Central University Affiliated,1959,FALSE,70.1,5.5,22.7,"Ratnam College of Arts Science and Commerce, West Mumbai is a renowned institution located in Mumbai, Maharashtra. It offers comprehensive higher education programs."
Ravindra College of Engineering for Women,RCOEF,,,3.7,192,Andhra Pradesh,Kurnool,UGC Recognized,1988,FALSE,93.2,6.4,26.0,"Ravindra College of Engineering for Women is a renowned institution located in Kurnool, Andhra Pradesh. It offers comprehensive higher education programs."
Rayat Bahra University,RBU,,,3.6,63,Punjab,Sahibzada Ajit Singh Nagar,UGC Recognized,1992,FALSE,93.5,4.5,11.4,"Rayat Bahra University is a renowned institution located in Sahibzada Ajit Singh Nagar, Punjab. It offers comprehensive higher education programs."
"Rayat Shikshan Sanstha`s Annasaheb Awate Arts, Commerce, Hutatma Babu Genu Science College",RSSAA,,,3.9,268,Maharashtra,Manchar,Central University Affiliated,1970,FALSE,92.6,4.7,22.9,"Rayat Shikshan Sanstha`s Annasaheb Awate Arts, Commerce, Hutatma Babu Genu Science College is a renowned institution located in Manchar, Maharashtra. It offers comprehensive higher education programs."
Rayat Shikshan Sanstha`s C. D. Jain College of Commerce,RSSCD,,,4.4,250,Maharashtra,Shrirampur,State University Affiliated,1952,FALSE,75.8,5.5,11.9,"Rayat Shikshan Sanstha`s C. D. Jain College of Commerce is a renowned institution located in Shrirampur, Maharashtra. It offers comprehensive higher education programs."
"Rayat Shikshan Sanstha`s Dada Patil Mahavidyalaya Arts, Science & Commerce",RSSDP,,,4.4,36,Maharashtra,Karjat,State University Affiliated,1955,FALSE,61.3,7.1,32.9,"Rayat Shikshan Sanstha`s Dada Patil Mahavidyalaya Arts, Science & Commerce is a renowned institution located in Karjat, Maharashtra. It offers comprehensive higher education programs."
"Rayat Shikshan Sanstha`s Dr. Babasaheb Ambedkar Mahavidyalaya Arts, Science & Commerce",RSSDB,,,4.6,86,Maharashtra,Pune,Central University Affiliated,1971,FALSE,80.8,4.7,9.9,"Rayat Shikshan Sanstha`s Dr. Babasaheb Ambedkar Mahavidyalaya Arts, Science & Commerce is a renowned institution located in Pune, Maharashtra. It offers comprehensive higher education programs."
Rayat Shikshan Sanstha`s Karmveer Bhaurao Patil College,RSSKB,,,4.0,396,Maharashtra,Navi Mumbai,Central University Affiliated,1983,FALSE,73.3,6.4,24.2,"Rayat Shikshan Sanstha`s Karmveer Bhaurao Patil College is a renowned institution located in Navi Mumbai, Maharashtra. It offers comprehensive higher education programs."
"Rayat Shikshan Sanstha`s Maharaja Jivajirao Shinde Arts, Science & Commerce College",RSSMJ,,,4.8,87,Maharashtra,Shrigonda,Central University Affiliated,1991,FALSE,70.4,6.7,12.6,"Rayat Shikshan Sanstha`s Maharaja Jivajirao Shinde Arts, Science & Commerce College is a renowned institution located in Shrigonda, Maharashtra. It offers comprehensive higher education programs."
"Rayat Shikshan Sanstha`s Mahatama Phule Mahavidyalaya Arts, Science & Commerce",RSSMP,,,3.7,194,Maharashtra,Pimpri-Chinchwad,AICTE Approved,2007,FALSE,95.6,7.3,35.7,"Rayat Shikshan Sanstha`s Mahatama Phule Mahavidyalaya Arts, Science & Commerce is a renowned institution located in Pimpri-Chinchwad, Maharashtra. It offers comprehensive higher education programs."
"Rayat Shikshan Sanstha`s Radhabai Kale Arts, Science & Commerce College for Women",RSSRK,,,4.6,319,Maharashtra,Ahmednagar,Private Autonomous,1955,FALSE,58.9,5.3,20.2,"Rayat Shikshan Sanstha`s Radhabai Kale Arts, Science & Commerce College for Women is a renowned institution located in Ahmednagar, Maharashtra. It offers comprehensive higher education programs."
"Rayat Shikshan Sanstha`s S. S. G. M. Science, Gautam Arts & Sanjeevani Commerce College",RSSSS,,,4.2,24,Maharashtra,Kopargaon,Private Autonomous,1994,FALSE,73.9,6.0,20.9,"Rayat Shikshan Sanstha`s S. S. G. M. Science, Gautam Arts & Sanjeevani Commerce College is a renowned institution located in Kopargaon, Maharashtra. It offers comprehensive higher education programs."
Rayat Shikshan Sansthas Abasaheb Marathe Arts & New Commerce Science College,RSSAM,,,4.3,228,Maharashtra,Ratnagiri,State University Affiliated,2005,FALSE,67.8,5.8,9.1,"Rayat Shikshan Sansthas Abasaheb Marathe Arts & New Commerce Science College is a renowned institution located in Ratnagiri, Maharashtra. It offers comprehensive higher education programs."
Rayburn College,RC,,,3.5,171,Manipur,Churachandpur,Central University Affiliated,1973,FALSE,92.8,5.9,16.3,"Rayburn College is a renowned institution located in Churachandpur, Manipur. It offers comprehensive higher education programs."
Regent Education & Research Foundation Group of Institutions,RERFG,,,4.4,51,West Bengal,Kolkata,AICTE Approved,1990,FALSE,96.4,4.1,10.2,"Regent Education & Research Foundation Group of Institutions is a renowned institution located in Kolkata, West Bengal. It offers comprehensive higher education programs."
Regional Institute of Medical Sciences,RIOMS,46,2024,3.8,351,nan,nan,State University Affiliated,1962,TRUE,93.8,13.7,35.9,"Regional Institute of Medical Sciences is a renowned institution located in nan, nan. It offers comprehensive higher education programs."
Regional Institute of Medical Sciences,RIOMS,,,4.6,113,Manipur,Imphal West,AICTE Approved,2001,FALSE,89.3,6.2,15.7,"Regional Institute of Medical Sciences is a renowned institution located in Imphal West, Manipur. It offers comprehensive higher education programs."
Regional institute of Mentally Handicapped,RIOMH,,,3.7,334,Chandigarh,Chandigarh,AICTE Approved,1985,FALSE,67.0,6.4,13.0,"Regional institute of Mentally Handicapped is a renowned institution located in Chandigarh, Chandigarh. It offers comprehensive higher education programs."
Remuna Degree College,RDC,,,4.2,53,Odisha,Baleswar,Private Autonomous,2006,FALSE,90.0,5.4,23.6,"Remuna Degree College is a renowned institution located in Baleswar, Odisha. It offers comprehensive higher education programs."
"Renuka Arts College, Ring Road",RACRR,,,3.8,146,Maharashtra,Nagpur,UGC Recognized,1958,FALSE,60.8,5.0,14.8,"Renuka Arts College, Ring Road is a renowned institution located in Nagpur, Maharashtra. It offers comprehensive higher education programs."
Reva University,RU,,,3.6,178,Karnataka,Bengaluru,AICTE Approved,1951,FALSE,64.8,3.8,9.8,"Reva University is a renowned institution located in Bengaluru, Karnataka. It offers comprehensive higher education programs."
Rewa Engineering College,REC,,,4.8,229,Madhya Pradesh,Rewa,Central University Affiliated,1999,FALSE,95.4,5.4,20.7,"Rewa Engineering College is a renowned institution located in Rewa, Madhya Pradesh. It offers comprehensive higher education programs."
Rishi Dayaram National College of Arts and Commerce and Wassiamul Assomul Science College,RDNCO,,,4.3,405,Maharashtra,Mumbai,AICTE Approved,2006,FALSE,77.8,5.3,14.0,"Rishi Dayaram National College of Arts and Commerce and Wassiamul Assomul Science College is a renowned institution located in Mumbai, Maharashtra. It offers comprehensive higher education programs."
Rishi Galav College Morena(M.P.),RGCM,,,4.5,233,Madhya Pradesh,MORENA,Central University Affiliated,1958,FALSE,83.5,4.6,9.5,"Rishi Galav College Morena(M.P.) is a renowned institution located in MORENA, Madhya Pradesh. It offers comprehensive higher education programs."
Rishi M.S. Institute of Engineering & Technology for Women,RMIOE,,,4.2,292,Telangana,Hyderabad,State University Affiliated,1987,FALSE,88.8,6.4,19.1,"Rishi M.S. Institute of Engineering & Technology for Women is a renowned institution located in Hyderabad, Telangana. It offers comprehensive higher education programs."
Rishiraj College of Dental Sciences & Research Centre,RCODS,,,4.6,86,Madhya Pradesh,Bhopal,Central University Affiliated,2001,FALSE,97.6,6.3,15.1,"Rishiraj College of Dental Sciences & Research Centre is a renowned institution located in Bhopal, Madhya Pradesh. It offers comprehensive higher education programs."
"Ritambara Vishwa Vidyapeeths Malini Kishor College of Commerce and Economics, West Mumbai",RVVMK,,,4.6,391,Maharashtra,Mumbai,Private Autonomous,1982,FALSE,89.0,5.0,18.3,"Ritambara Vishwa Vidyapeeths Malini Kishor College of Commerce and Economics, West Mumbai is a renowned institution located in Mumbai, Maharashtra. It offers comprehensive higher education programs."
Roever Engineering College,REC,,,4.8,236,Tamil Nadu,Elambalur,State University Affiliated,1958,FALSE,57.2,6.6,19.2,"Roever Engineering College is a renowned institution located in Elambalur, Tamil Nadu. It offers comprehensive higher education programs."
Rofel Arts & Commerce College,RACC,,,4.4,202,Gujarat,Vapi,AICTE Approved,1956,FALSE,94.6,6.8,32.9,"Rofel Arts & Commerce College is a renowned institution located in Vapi, Gujarat. It offers comprehensive higher education programs."
Rohini College of Engineering And Technology,RCOEA,,,4.0,354,Tamil Nadu,Kanyakumari,AICTE Approved,1990,FALSE,89.0,4.1,19.0,"Rohini College of Engineering And Technology is a renowned institution located in Kanyakumari, Tamil Nadu. It offers comprehensive higher education programs."
Roorkee College of Engineering,RCOE,,,3.4,146,Uttarakhand,Roorkee,Private Autonomous,1950,FALSE,78.7,7.1,22.0,"Roorkee College of Engineering is a renowned institution located in Roorkee, Uttarakhand. It offers comprehensive higher education programs."
Roorkee Institute of Technology,RIOT,,,4.7,302,Uttarakhand,Roorkee,Private Autonomous,2002,FALSE,55.1,4.8,17.0,"Roorkee Institute of Technology is a renowned institution located in Roorkee, Uttarakhand. It offers comprehensive higher education programs."
Rosary College of Commerce & Arts Navelim,RCOCA,,,3.5,67,Goa,South Goa,State University Affiliated,1964,FALSE,93.7,7.0,25.8,"Rosary College of Commerce & Arts Navelim is a renowned institution located in South Goa, Goa. It offers comprehensive higher education programs."
Rourkela Law College,RLC,,,3.9,223,Odisha,ROURKELA,AICTE Approved,1960,FALSE,72.2,4.1,17.2,"Rourkela Law College is a renowned institution located in ROURKELA, Odisha. It offers comprehensive higher education programs."
Royal Academy of Law,RAOL,,,4.8,323,Manipur,Oinam,State University Affiliated,1959,FALSE,92.5,3.9,10.5,"Royal Academy of Law is a renowned institution located in Oinam, Manipur. It offers comprehensive higher education programs."
"Rukmani Ben DeepchandGardi Medical College, Charitable Hospital, Ujjain",RBDMC,,,3.7,387,Madhya Pradesh,Ujjain,Private Autonomous,1985,FALSE,64.6,4.2,11.4,"Rukmani Ben DeepchandGardi Medical College, Charitable Hospital, Ujjain is a renowned institution located in Ujjain, Madhya Pradesh. It offers comprehensive higher education programs."
Rungta College of Engineering & Technology,RCOET,,,4.8,108,Chhattisgarh,Bhilai,Private Autonomous,2004,FALSE,74.2,5.6,23.6,"Rungta College of Engineering & Technology is a renowned institution located in Bhilai, Chhattisgarh. It offers comprehensive higher education programs."
Rustamji Institute of Technology,RIOT,,,4.1,163,Madhya Pradesh,Tekanpur,AICTE Approved,1953,FALSE,90.8,4.2,17.3,"Rustamji Institute of Technology is a renowned institution located in Tekanpur, Madhya Pradesh. It offers comprehensive higher education programs."
"S B Arts and KCP Science College, Bijapur",SBAAK,,,4.2,217,Karnataka,Vijayapur,UGC Recognized,1984,FALSE,56.3,4.6,13.3,"S B Arts and KCP Science College, Bijapur is a renowned institution located in Vijayapur, Karnataka. It offers comprehensive higher education programs."
"S B D Kala evam Vigyan Mahavidyalya, Nagra, Porsa",SBDKE,,,4.3,202,Madhya Pradesh,PORSA,AICTE Approved,1991,FALSE,93.7,7.1,16.7,"S B D Kala evam Vigyan Mahavidyalya, Nagra, Porsa is a renowned institution located in PORSA, Madhya Pradesh. It offers comprehensive higher education programs."
S B Patil Institute of Dental Sciences & Research,SBPIO,,,4.6,435,Karnataka,BIDAR,Private Autonomous,2006,FALSE,88.9,6.2,14.6,"S B Patil Institute of Dental Sciences & Research is a renowned institution located in BIDAR, Karnataka. It offers comprehensive higher education programs."
"S D M J College, M S Road, Morena",SDMJC,,,3.6,85,Madhya Pradesh,MORENA,Central University Affiliated,1968,FALSE,73.6,6.5,22.9,"S D M J College, M S Road, Morena is a renowned institution located in MORENA, Madhya Pradesh. It offers comprehensive higher education programs."
S J C Institute of Technology,SJCIO,,,3.8,67,Karnataka,Chickballapur,State University Affiliated,1967,FALSE,59.8,6.6,29.4,"S J C Institute of Technology is a renowned institution located in Chickballapur, Karnataka. It offers comprehensive higher education programs."
"S P College, Dumka",SPCD,,,3.6,141,Jharkhand,DUMKA,UGC Recognized,2003,FALSE,76.0,4.3,17.6,"S P College, Dumka is a renowned institution located in DUMKA, Jharkhand. It offers comprehensive higher education programs."
S P K.Mahavidyalaya,SPK,,,3.7,106,Maharashtra,Sawantwadi,Private Autonomous,1968,FALSE,86.5,4.9,17.4,"S P K.Mahavidyalaya is a renowned institution located in Sawantwadi, Maharashtra. It offers comprehensive higher education programs."
"S P Mahila College, Dumka",SPMCD,,,4.0,161,Jharkhand,DUMKA,Private Autonomous,1978,FALSE,56.6,4.9,8.8,"S P Mahila College, Dumka is a renowned institution located in DUMKA, Jharkhand. It offers comprehensive higher education programs."
"S S Jain Subodh P G College, Jaipur",SSJSP,,,3.6,219,Rajasthan,Jaipur,Central University Affiliated,1959,FALSE,73.9,5.9,12.0,"S S Jain Subodh P G College, Jaipur is a renowned institution located in Jaipur, Rajasthan. It offers comprehensive higher education programs."
